OrderNum,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Discount,OrderTotal
1102081,Wholesale,Business,Durgan Group,Indiana,Drone Kits,DK201,BYOD-100,64,$54.00 ,$10.80 ,"$3,445.20 "
1102082,Retail,Business,Walsh Inc.,Nevada,eBooks,EB514,Polar Robots,109,$23.99 ,0,"$2,614.91 "
1102083,Wholesale,Business,Stiedemann Securities ,Maryland,Robots,RS704,RLK-9920 Robot,12,$699.00 ,$139.80 ,"$8,248.20 "
1102084,Retail,Individual,Rafa Richarz,District of Columbia,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1102085,Wholesale,Business,Bergnaum Group,Ohio,eBooks,EB503,Building Your Own Drone,9,$24.99 ,$5.00 ,$219.91 
1102086,Wholesale,Business,Conroy Information Systems,Virginia,Drone Kits,DK202,BYOD-200,10,$58.95 ,$11.79 ,$577.71 
1102087,Wholesale,Business,Anderson LLC,Ohio,eBooks,EB514,Polar Robots,12,$23.99 ,$4.80 ,$283.08 
1102088,Retail,Individual,Margarette Kefford,Arizona,Robot Kits,RK602,BYOR-1000,1,$190.00 ,0,$190.00 
1102089,Wholesale,Business,Robel Inc.,Tennessee,Training Videos,TV806,Mapping with Drones,11,$49.00 ,$9.80 ,$529.20 
1102090,Retail,Individual,Ondrea Jado,North Carolina,eBooks,EB504,Cartesian Robots,1,$12.99 ,0,$12.99 
1102091,Wholesale,Business,Jaskolski Company,California,Training Videos,TV809,Understanding 3D Printing,11,$42.99 ,$8.60 ,$464.29 
1102092,Retail,Individual,Dacey Gorse,California,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1102093,Retail,Individual,Leon Minocchi,Colorado,eBooks,EB504,Cartesian Robots,1,$12.99 ,0,$12.99 
1102094,Retail,Individual,Frederique Shilstone,Florida,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1102095,Retail,Individual,Doug Stamm,Nevada,Robots,RS702,MICR-23K Robot,1,$899.00 ,0,$899.00 
1102096,Wholesale,Business,Murazik Inc.,Arizona,Training Videos,TV802,AI for Educators,9,$49.95 ,$9.99 ,$439.56 
1102097,Wholesale,Business,Johnson LLC,New Jersey,Training Videos,TV805,Industrial 3D Printing ,6,$49.00 ,$9.80 ,$284.20 
1102098,Retail,Individual,Steve Grant,Mississippi,Drones,DS307,MICR-564K Drone,1,$499.00 ,0,$499.00 
1102099,Wholesale,Business,Trantow Technologies,Mississippi,Blueprints,BP109,QuadroCopter Blueprint ,13,$10.99 ,$2.20 ,$140.67 
1102100,Retail,Individual,Willy McCrachen,Texas,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1102101,Wholesale,Business,Price Inc.,Texas,Training Videos,TV811,Understanding Drone Regulations,11,$27.50 ,$5.50 ,$297.00 
1102102,Wholesale,Business,Schuppe Inc.,Alabama,Training Videos,TV804,Drone Video Techniques,90,$37.99 ,$7.60 ,"$3,411.50 "
1102103,Retail,Individual,Janifer Strongitharm,Texas,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1102104,Wholesale,Business,Swaniawski Group,Virginia,Drone Kits,DK206,BYOD-400,12,$119.00 ,$23.80 ,"$1,404.20 "
1102105,Retail,Individual,Dal Heineke,Indiana,Drone Kits,DK201,BYOD-100,1,$54.00 ,0,$54.00 
1102106,Wholesale,Business,Jenkins LLC,North Carolina,Training Videos,TV809,Understanding 3D Printing,6,$42.99 ,$8.60 ,$249.34 
1102107,Wholesale,Business,Schuppe Inc.,Alabama,eBooks,EB507,Drone Building Essentials,12,$13.99 ,$2.80 ,$165.08 
1102108,Retail,Individual,Kally Reeders,California,Robots,RS703,RCB-889 Robot,2,$549.00 ,0,"$1,098.00 "
1102109,Retail,Individual,Worthington Byrom,North Carolina,Drone Kits,DK208,BYOD-500,1,$167.00 ,0,$167.00 
1102110,Wholesale,Business,Corkery International ,Utah,eBooks,EB506,Delta Robots,13,$16.99 ,$3.40 ,$217.47 
1102111,Retail,Individual,Dolly Mante,Kansas,eBooks,EB508,Fixed Wing Drones,1,$15.50 ,0,$15.50 
1102112,Wholesale,Business,Schuppe Inc.,Alabama,Drones,DS306,DX-145 Drone,101,$250.00 ,$50.00 ,"$25,200.00 "
1102113,Wholesale,Business,Durgan Group,Indiana,Drones,DS307,MICR-564K Drone,69,$499.00 ,$99.80 ,"$34,331.20 "
1102114,Retail,Individual,Jacob Thomas,Florida,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1102115,Retail,Individual,Basia Franciotti,Georgia,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1102116,Wholesale,Business,Lubowitz LLC,Alabama,Drone Kits,DK201,BYOD-100,12,$54.00 ,$10.80 ,$637.20 
1102117,Wholesale,Business,Murphy LLC,Missouri,Blueprints,BP104,Cat Robot Blueprint,6,$4.99 ,$1.00 ,$28.94 
1102118,Wholesale,Business,Brown Group,Georgia,Robot Kits,RK607,BYOR-4005,7,$245.00 ,$49.00 ,"$1,666.00 "
1102119,Wholesale,Business,Swaniawski Group,Virginia,eBooks,EB507,Drone Building Essentials,8,$13.99 ,$2.80 ,$109.12 
1102120,Retail,Individual,Rheba O'Bradden,District of Columbia,eBooks,EB519,Spherical Robots,1,$16.75 ,0,$16.75 
1102121,Wholesale,Business,Bashirian International,Illinois,Robots,RS707,RXW-9807 Robot,5,$599.00 ,$119.80 ,"$2,875.20 "
1102122,Wholesale,Business,Reichel and Sons,Oklahoma,eBooks,EB503,Building Your Own Drone,6,$24.99 ,$5.00 ,$144.94 
1102123,Wholesale,Business,Ullrich Inc.,Kansas,Blueprints,BP104,Cat Robot Blueprint,12,$4.99 ,$1.00 ,$58.88 
1102124,Wholesale,Business,Grady Inc.,Florida,Blueprints,BP108,Panda Robot Blueprint,11,$7.99 ,$1.60 ,$86.29 
1102125,Wholesale,Business,Wyman Institute,Georgia,Blueprints,BP102,Bsquare Robot Blueprint,9,$8.99 ,$1.80 ,$79.11 
1102126,Retail,Individual,Nate Deckow,Georgia,eBooks,EB517,SCARA Robots,1,$19.50 ,0,$19.50 
1102127,Wholesale,Business,Dickens LLC,Connecticut,Drone Kits,DK206,BYOD-400,103,$119.00 ,$23.80 ,"$12,233.20 "
1102128,Wholesale,Business,Hickle LLC,Arizona,Drone Kits,DK204,BYOD-300,12,$89.00 ,$17.80 ,"$1,050.20 "
1102129,Wholesale,Business,D'Amore LLC,Pennsylvania,eBooks,EB512,Multi Rotor Drones,84,$24.95 ,$4.99 ,"$2,090.81 "
1102130,Wholesale,Business,Runolfsdottir Group,District of Columbia,Blueprints,BP108,Panda Robot Blueprint,6,$7.99 ,$1.60 ,$46.34 
1102131,Wholesale,Business,Moore LLC,Indiana,eBooks,EB502,Building Your First Robot,9,$24.95 ,$4.99 ,$219.56 
1102132,Retail,Individual,Basile Setterthwait,Pennsylvania,Training Videos,TV810,Understanding Automation,1,$44.95 ,0,$44.95 
1102133,Retail,Individual,Celestia Coumbe,Texas,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1102134,Retail,Individual,Maitilde Redmond,California,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1102135,Retail,Individual,Marybelle Lengthorn,Minnesota,Robots,RS703,RCB-889 Robot,2,$549.00 ,0,"$1,098.00 "
1102136,Wholesale,Business,Bauch Group,Pennsylvania,Robots,RS703,RCB-889 Robot,64,$549.00 ,$109.80 ,"$35,026.20 "
1102137,Wholesale,Business,Raynor LLC,Missouri,eBooks,EB502,Building Your First Robot,77,$24.95 ,$4.99 ,"$1,916.16 "
1102138,Retail,Individual,Hussein Fuller,California,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1102139,Wholesale,Business,Thompson Inc.,Massachusetts,Drone Kits,DK206,BYOD-400,91,$119.00 ,$23.80 ,"$10,805.20 "
1102140,Wholesale,Business,Ankunding Inc.,South Carolina,Robot Kits,RK603,BYOR-1500,39,$189.00 ,$37.80 ,"$7,333.20 "
1102141,Wholesale,Business,Doyle-Koelpin,District of Columbia,eBooks,EB519,Spherical Robots,5,$16.75 ,$3.35 ,$80.40 
1102142,Wholesale,Business,LMD Resources,New Hampshire,Training Videos,TV804,Drone Video Techniques,5,$37.99 ,$7.60 ,$182.35 
1102143,Wholesale,Business,King Inc.,Tennessee,Drones,DS306,DX-145 Drone,5,$250.00 ,$50.00 ,"$1,200.00 "
1102144,Retail,Individual,Francene Cownden,California,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1102145,Wholesale,Business,Beahan Inc.,Hawaii,Blueprints,BP104,Cat Robot Blueprint,8,$4.99 ,$1.00 ,$38.92 
1102146,Retail,Individual,Holli McQuarrie,Georgia,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1102147,Wholesale,Business,Schinner Inc.,Florida,eBooks,EB503,Building Your Own Drone,8,$24.99 ,$5.00 ,$194.92 
1102148,Retail,Individual,Fay Grimes,Virginia,Training Videos,TV807,Open Source Code,1,$32.95 ,0,$32.95 
1102149,Wholesale,Business,Wolff LLC,South Carolina,Drones,DS303,DTD-7000 Drone,7,$450.00 ,$90.00 ,"$3,060.00 "
1102150,Retail,Individual,Huberto Handaside,Virginia,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1102151,Wholesale,Business,Ward-Mills,Indiana,Robot Kits,RK606,BYOR-3535,7,$225.00 ,$45.00 ,"$1,530.00 "
1102152,Retail,Individual,Ursa Pilmoor,California,Robot Kits,RK606,BYOR-3535,2,$225.00 ,0,$450.00 
1102153,Wholesale,Business,Cremin LLC,Colorado,Blueprints,BP106,Hexacopter Drone Blueprint,11,$8.99 ,$1.80 ,$97.09 
1102154,Wholesale,Business,Fisher Inc.,Nevada,Robot Kits,RK606,BYOR-3535,10,$225.00 ,$45.00 ,"$2,205.00 "
1102155,Retail,Individual,Juanita Jerred,New York,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1102156,Wholesale,Business,Robel Inc.,Tennessee,eBooks,EB509,GPS Drones,6,$19.99 ,$4.00 ,$115.94 
1102157,Wholesale,Business,Gleason LLC,Louisiana,Blueprints,BP107,Ladybug Robot Blueprint,77,$12.00 ,$2.40 ,$921.60 
1102158,Wholesale,Business,Satterfield LLC,California,Robots,RS702,MICR-23K Robot,73,$899.00 ,$179.80 ,"$65,447.20 "
1102159,Wholesale,Business,Smith Technologies,New York,eBooks,EB509,GPS Drones,3,$19.99 ,$4.00 ,$55.97 
1102160,Wholesale,Business,Herman LLC,Washington,Blueprints,BP107,Ladybug Robot Blueprint,38,$12.00 ,$2.40 ,$453.60 
1102161,Wholesale,Business,Schamberger Inc.,Virginia,eBooks,EB512,Multi Rotor Drones,9,$24.95 ,$4.99 ,$219.56 
1102162,Wholesale,Business,Breitenberg LLC,California,Training Videos,TV811,Understanding Drone Regulations,12,$27.50 ,$5.50 ,$324.50 
1102163,Wholesale,Business,Little and Sons,California,Robot Kits,RK605,BYOR-3000,10,$214.00 ,$42.80 ,"$2,097.20 "
1102164,Retail,Individual,Daniella Gleder,Texas,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99 ,0,$11.99 
1102165,Wholesale,Business,Clever Industries,Utah,Robots,RS707,RXW-9807 Robot,5,$599.00 ,$119.80 ,"$2,875.20 "
1102166,Retail,Individual,Conroy Little,California,Robot Kits,RK603,BYOR-1500,2,$189.00 ,0,$378.00 
1102167,Wholesale,Business,Bradtke Inc.,Washington,eBooks,EB514,Polar Robots,50,$23.99 ,$4.80 ,"$1,194.70 "
1102168,Retail,Individual,Shelia Habbin,Texas,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1102169,Retail,Individual,Adriano Besant,Georgia,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1102170,Retail,Individual,Gwenni Heritege,Illinois,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1102171,Retail,Individual,Marline Claypoole,Colorado,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1102172,Retail,Individual,Rose Koche,California,Blueprints,BP109,QuadroCopter Blueprint ,1,$10.99 ,0,$10.99 
1102173,Retail,Individual,River Heaney,New York,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1102174,Retail,Business,Block Security,Virginia,Robot Kits,RK607,BYOR-4005,91,$245.00 ,0,"$22,295.00 "
1102175,Retail,Individual,Irwinn Ryley,Texas,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1102176,Wholesale,Business,Murphy LLC,Missouri,Drone Kits,DK206,BYOD-400,11,$119.00 ,$23.80 ,"$1,285.20 "
1102177,Wholesale,Business,Botsford Inc.,New York,Blueprints,BP110,Sleepy Eye Blueprint,11,$11.99 ,$2.40 ,$129.49 
1102178,Retail,Individual,Brittany Monahan,Virginia,Robot Kits,RK602,BYOR-1000,2,$189.00 ,0,$378.00 
1102179,Wholesale,Business,O'Kon Inc.,Florida,Robots,RS703,RCB-889 Robot,9,$549.00 ,$109.80 ,"$4,831.20 "
1102180,Retail,Individual,Gasparo Witcher,Texas,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1102181,Retail,Individual,Martie Rippon,Minnesota,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99 ,0,$8.99 
1102182,Wholesale,Business,Hirthe College,California,Drones,DS301,DA-SA702 Drone,6,$399.00 ,$79.80 ,"$2,314.20 "
1102183,Retail,Individual,Aleen Petschelt,Virginia,Robots,RS705,RQTE-554 Robot,1,$684.00 ,0,$684.00 
1102184,Retail,Individual,Derk Steels,Virginia,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1102185,Wholesale,Business,Cartwright LLC,Iowa,Training Videos,TV813,Virtual Reality Basics,9,$29.99 ,$6.00 ,$263.91 
1102186,Retail,Individual,Julia Leftwich,Illinois,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1102187,Wholesale,Business,Christiansen Group,Colorado,Training Videos,TV803,Cloud Computing,9,$29.99 ,$6.00 ,$263.91 
1102188,Wholesale,Business,Wehner and Sons,California,Training Videos,TV813,Virtual Reality Basics,10,$29.99 ,$6.00 ,$293.90 
1102189,Wholesale,Business,Rath LLC,Minnesota,Drones,DS303,DTD-7000 Drone,3,$450.00 ,$90.00 ,"$1,260.00 "
1102190,Wholesale,Business,Zemlak Inc.,California,Training Videos,TV802,AI for Educators,6,$49.95 ,$9.99 ,$289.71 
1102191,Retail,Individual,Olwen Tackett,Colorado,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1102192,Retail,Individual,Vitoria Leadstone,Connecticut,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1102193,Wholesale,Business,Abshire Inc.,Oklahoma,Robot Kits,RK605,BYOR-3000,4,$214.00 ,$42.80 ,$813.20 
1102194,Wholesale,Business,Ledner LLC,Florida,Drones,DS307,MICR-564K Drone,8,$499.00 ,$99.80 ,"$3,892.20 "
1102195,Retail,Individual,Von Gleason,Oregon,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1102196,Wholesale,Business,Mountain Run LLC,Georgia,Robots,RS704,RLK-9920 Robot,10,$699.00 ,$139.80 ,"$6,850.20 "
1102197,Retail,Individual,Rickie Hillett,Texas,eBooks,EB506,Delta Robots,1,$16.99 ,0,$16.99 
1102198,Wholesale,Business,Russel Group,California,Drone Kits,DK204,BYOD-300,12,$89.00 ,$17.80 ,"$1,050.20 "
1102199,Wholesale,Business,Brown Group,Georgia,Drone Kits,DK206,BYOD-400,49,$119.00 ,$23.80 ,"$5,807.20 "
1102200,Wholesale,Business,Brown Group,Georgia,eBooks,EB513,Photograph Drones,13,$14.99 ,$3.00 ,$191.87 
1102201,Wholesale,Business,CDIA Inc..,Colorado,eBooks,EB503,Building Your Own Drone,10,$24.99 ,$5.00 ,$244.90 
1102202,Wholesale,Business,Grady Inc.,Florida,Robot Kits,RK602,BYOR-1000,9,$190.00 ,$38.00 ,"$1,672.00 "
1102203,Retail,Individual,Vivyan Dilworth,New York,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99 ,0,$11.99 
1102204,Wholesale,Business,Windler Tech Supplies,Wyoming,Training Videos,TV802,AI for Educators,6,$49.95 ,$9.99 ,$289.71 
1102205,Retail,Individual,Teresita Craik,New Jersey,eBooks,EB511,Helicopter Drones,1,$20.95 ,0,$20.95 
1102206,Retail,Individual,Jeane Hayfield,Kansas,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1102207,Retail,Individual,Matti Petyakov,District of Columbia,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1102208,Retail,Individual,Lemar Chappell,New Mexico,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1102209,Wholesale,Business,Schinner Inc.,Florida,Drone Kits,DK203,BYOD-220,11,$69.00 ,$13.80 ,$745.20 
1102210,Retail,Individual,Therine Urridge,Louisiana,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1102211,Retail,Individual,Kristien Van Leijs,Florida,Drones,DS302,DC-304 Drone,2,$395.00 ,0,$790.00 
1102212,Retail,Individual,Mohandas Copcutt,Delaware,eBooks,EB508,Fixed Wing Drones,1,$15.50 ,0,$15.50 
1102213,Retail,Individual,Rene Jarritt,Texas,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1102214,Retail,Business,Mertz LLC,Connecticut,Blueprints,BP108,Panda Robot Blueprint,3,$7.99 ,0,$23.97 
1102215,Wholesale,Business,Bergnaum Group,Ohio,eBooks,EB503,Building Your Own Drone,63,$24.99 ,$5.00 ,"$1,569.37 "
1102216,Retail,Individual,Roxi Spenclay,Hawaii,Robot Kits,RK603,BYOR-1500,2,$189.00 ,0,$378.00 
1102217,Retail,Individual,Frank Wingrove,Ohio,Drone Kits,DK208,BYOD-500,1,$167.00 ,0,$167.00 
1102218,Retail,Individual,Polly Hubane,West Virginia,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1102219,Retail,Individual,Hedy Seeborne,Connecticut,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1102220,Wholesale,Business,Hudson LLC,Ohio,eBooks,EB503,Building Your Own Drone,6,$24.99 ,$5.00 ,$144.94 
1102221,Wholesale,Business,Runolfsdottir Group,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,7,$49.00 ,$9.80 ,$333.20 
1102222,Wholesale,Business,Harber LLC,Florida,eBooks,EB503,Building Your Own Drone,7,$24.99 ,$5.00 ,$169.93 
1102223,Wholesale,Business,Ruecker LLC,Indiana,Training Videos,TV808,Robotic Essentials,7,$34.99 ,$7.00 ,$237.93 
1102224,Wholesale,Business,Stokes Electronics,New Hampshire,Training Videos,TV806,Mapping with Drones,3,$49.00 ,$9.80 ,$137.20 
1102225,Wholesale,Business,Lind Group,District of Columbia,Robot Kits,RK603,BYOR-1500,7,$189.00 ,$37.80 ,"$1,285.20 "
1102226,Wholesale,Business,Jaskolski Company,California,Training Videos,TV803,Cloud Computing,74,$29.99 ,$6.00 ,"$2,213.26 "
1102227,Wholesale,Business,Aufderhar Tech,Kansas,eBooks,EB507,Drone Building Essentials,15,$13.99 ,$2.80 ,$207.05 
1102228,Retail,Individual,George Reichert,Pennsylvania,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1102229,Wholesale,Business,Gerhold Group,New York,Blueprints,BP104,Cat Robot Blueprint,8,$4.99 ,$1.00 ,$38.92 
1102230,Wholesale,Business,Koch LLC,Ohio,Robot Kits,RK606,BYOR-3535,8,$224.00 ,$44.80 ,"$1,747.20 "
1102231,Retail,Individual,Ines Flanigan,New York,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1102232,Retail,Individual,Nolan Conroy,Louisiana,Drones,DS303,DTD-7000 Drone,2,$450.00 ,0,$900.00 
1102233,Wholesale,Business,Heller Inc.,Minnesota,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99 ,$1.80 ,$106.08 
1102234,Retail,Business,Glover LLC,Kentucky,eBooks,EB512,Multi Rotor Drones,3,$24.95 ,0,$74.85 
1102235,Wholesale,Business,Runte Inc.,Montana,Robot Kits,RK606,BYOR-3535,7,$225.00 ,$45.00 ,"$1,530.00 "
1102236,Retail,Individual,Edmund Pettiward,Florida,Training Videos,TV802,AI for Educators,1,$49.95 ,0,$49.95 
1102237,Retail,Individual,Bette-ann Tull,Michigan,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1102238,Retail,Individual,Maxi Yukhtin,Hawaii,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1102239,Wholesale,Business,Cummings LLC,New York,Blueprints,BP105,Creature Robot Arms Blueprint ,4,$12.00 ,$2.40 ,$45.60 
1102240,Retail,Individual,Misty Keebler,Arizona,Robots,RS706,RWW-75 Robot,2,$883.00 ,0,"$1,766.00 "
1102241,Retail,Individual,Annamarie Gregoretti,Michigan,Robots,RS705,RQTE-554 Robot,1,$684.00 ,0,$684.00 
1102242,Wholesale,Business,Adams LLC,Texas,Training Videos,TV813,Virtual Reality Basics,101,$29.99 ,$6.00 ,"$3,022.99 "
1102243,Wholesale,Business,Moore LLC,Indiana,eBooks,EB518,Single Rotor Drones,11,$14.99 ,$3.00 ,$161.89 
1102244,Wholesale,Business,Borer LLC,Missouri,eBooks,EB514,Polar Robots,3,$23.99 ,$4.80 ,$67.17 
1102245,Retail,Individual,Bria Damato,Virginia,Robots,RS706,RWW-75 Robot,1,$883.00 ,0,$883.00 
1102246,Retail,Individual,Bobby Snoddon,Texas,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1102247,Wholesale,Business,Swaniawski Group,Virginia,Drones,DS303,DTD-7000 Drone,9,$450.00 ,$90.00 ,"$3,960.00 "
1102248,Retail,Individual,Will Wisozk,South Dakota,Drones,DS307,MICR-564K Drone,4,$499.00 ,0,"$1,996.00 "
1102249,Wholesale,Business,Boyer LLC,Texas,Training Videos,TV803,Cloud Computing,12,$29.99 ,$6.00 ,$353.88 
1102250,Wholesale,Business,Boehm Inc.,Idaho,Robots,RS704,RLK-9920 Robot,5,$699.00 ,$139.80 ,"$3,355.20 "
1102251,Retail,Individual,Torry Rizzetti,Florida,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1102252,Wholesale,Business,Conn Inc.,Kentucky,eBooks,EB509,GPS Drones,5,$19.99 ,$4.00 ,$95.95 
1102253,Retail,Individual,Vally Lardge,Colorado,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1102254,Wholesale,Business,Kreiger LLC,New York,Robots,RS702,MICR-23K Robot,5,$899.00 ,$179.80 ,"$4,315.20 "
1102255,Wholesale,Business,Schuppe Inc.,Alabama,eBooks,EB507,Drone Building Essentials,12,$13.99 ,$2.80 ,$165.08 
1102256,Retail,Individual,Melloney Holley,Missouri,Drones,DS307,MICR-564K Drone,1,$499.00 ,0,$499.00 
1102257,Retail,Individual,Geoff Leffler,Nevada,eBooks,EB508,Fixed Wing Drones,1,$15.50 ,0,$15.50 
1102258,Wholesale,Business,Rippin Industries,Iowa,Blueprints,BP104,Cat Robot Blueprint,9,$4.99 ,$1.00 ,$43.91 
1102259,Retail,Individual,Ivie Spelman,District of Columbia,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1102260,Wholesale,Business,Swift Inc.,New York,Drone Kits,DK203,BYOD-220,6,$69.00 ,$13.80 ,$400.20 
1102261,Wholesale,Business,Lehner Inc.,Tennessee,Drone Kits,DK206,BYOD-400,78,$119.00 ,$23.80 ,"$9,258.20 "
1102262,Retail,Individual,Hastings Starling,Pennsylvania,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1102263,Wholesale,Business,Green-Shields,Minnesota,eBooks,EB514,Polar Robots,6,$23.99 ,$4.80 ,$139.14 
1102264,Wholesale,Business,Bradtke Inc.,Washington,Robots,RS705,RQTE-554 Robot,48,$684.00 ,$136.80 ,"$32,695.20 "
1102265,Wholesale,Business,Boehm Inc.,Idaho,Robots,RS704,RLK-9920 Robot,4,$699.00 ,$139.80 ,"$2,656.20 "
1102266,Retail,Individual,Benedick Grimsley,South Carolina,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1102267,Wholesale,Business,The Orn Company,Georgia,Training Videos,TV806,Mapping with Drones,11,$49.00 ,$9.80 ,$529.20 
1102268,Wholesale,Business,Green-Shields,Minnesota,Robots,RS704,RLK-9920 Robot,5,$699.00 ,$139.80 ,"$3,355.20 "
1102269,Retail,Individual,Kacie O' Liddy,Louisiana,Robots,RS705,RQTE-554 Robot,2,$684.00 ,0,"$1,368.00 "
1102270,Retail,Business,Halvorson LLC,Oklahoma,Drones,DS307,MICR-564K Drone,17,$499.00 ,0,"$8,483.00 "
1102271,Retail,Individual,Ralph Moren,New York,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00 ,0,$12.00 
1102272,Wholesale,Business,Schiller LLC,Pennsylvania,Training Videos,TV803,Cloud Computing,11,$29.99 ,$6.00 ,$323.89 
1102273,Retail,Individual,Jessie Barnicott,Texas,Robot Kits,RK605,BYOR-3000,2,$214.00 ,0,$428.00 
1102274,Wholesale,Business,Bergnaum Group,Ohio,Blueprints,BP104,Cat Robot Blueprint,8,$4.99 ,$1.00 ,$38.92 
1102275,Retail,Individual,Jeffie Byles,Texas,Blueprints,BP101,All Eyes Drone Blueprint,1,$9.99 ,0,$9.99 
1102276,Retail,Individual,Corrinne Orable,Mississippi,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1102277,Wholesale,Business,McGlynn Group,New York,Blueprints,BP106,Hexacopter Drone Blueprint,11,$8.99 ,$1.80 ,$97.09 
